stage_id,i,j,x_um,y_um,normal_force_n,material_i,material_j,contact_type,reduced_radius_um,reduced_modulus_gpa,contact_radius_um,contact_radius_fraction,hertz_warning,electrical_resistance_ohm,electrical_conductance_s,thermal_constriction_resistance_k_w,thermal_interface_resistance_k_w,thermal_resistance_k_w,thermal_conductance_w_k,al_al_resistance_multiplier
stage5_rho095,31,11,73.7435,97.2199,0.28887122400000004,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,5.213334937127459,0.40102576439441995,True,4.795394944214916e+17,2.0853339748509833e-18,237.85878344957246,146.39589028020816,384.2546737297806,0.0026024406945879593,1.0
stage5_rho095,11,39,91.0398,114.964,0.8780535230000001,Diamond,Al,Al-Diamond,8.432432432432432,12.893521005694637,7.551870435271787,0.5809131104055221,True,3.310438150955945e+17,3.0207481741087147e-18,164.20269872064648,69.76716563671697,233.96986435736346,0.004274054706774583,1.0
stage5_rho095,11,52,78.0377,139.182,0.48130732200000004,Diamond,Al,Al-Diamond,8.432432432432432,12.893521005694637,6.180472664236393,0.4754209741720302,True,4.044998070238822e+17,2.4721890656945572e-18,200.63797272914547,104.16378692214901,304.8017596512945,0.0032808209543935714,1.0
stage5_rho095,11,73,90.9072,130.574,0.21818816200000002,Diamond,Al,Al-Diamond,8.432432432432432,12.893521005694637,4.747787379573256,0.3652144138133274,True,5.265610694269773e+17,1.8991149518293025e-18,261.18219008614244,176.5133742079889,437.6955642941314,0.002284693018565754,1.0
stage5_rho095,11,3,58.98,138.746,1.0550784,Diamond,Diamond,Diamond-Diamond,14.857142857142856,151.51515151515153,4.265223009599313,0.17771762539997138,False,1.1722716464642053e+18,8.530446019198627e-19,86.83493677512632,0.0,86.83493677512632,0.011516102125918146,1.0
stage5_rho095,39,25,109.009,117.567,0.522103258,Al,Al,Al-Al,6.500000000000001,6.733251038042868,7.230506799616191,0.556192830739707,True,0.0018325133171444266,545.6986263861277,291.778252869107,0.0,291.778252869107,0.003427260223018075,1.0
stage5_rho095,39,73,101.328,124.785,0.06154312000000001,Al,Al,Al-Al,6.500000000000001,6.733251038042868,3.545219322046469,0.27270917861895916,True,0.0037374274470419705,267.56372241860146,595.0843797535181,0.0,595.0843797535181,0.0016804339586500264,1.0
stage5_rho095,25,1,128.082,119.713,0.5636846190000001,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.837702120991964,0.5259770862301512,True,3.656199050153004e+17,2.7350808483967854e-18,181.3529580432198,85.10200378183848,266.45496182505826,0.0037529794647117613,1.0
stage5_rho095,25,73,108.907,129.6,0.24985563900000002,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.655612637883843,0.4350471259910649,True,0.002342805430351705,426.8386896516108,373.0284898259223,0.0,373.0284898259223,0.002680760390356942,1.0
stage5_rho095,25,53,122.118,131.922,0.17935018100000003,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.063885503427853,0.38952965410983487,True,0.0026165678491408997,382.18003799455494,416.61776118794677,0.0,416.61776118794677,0.0024002817286248026,1.0
stage5_rho095,1,48,198.676,97.6394,0.010267640400000002,Diamond,Al,Al-Diamond,9.75,12.893521005694637,1.7990987384523531,0.13839221065018104,False,1.389584655120478e+18,7.196394953809412e-19,689.2548359669318,1229.2780934153702,1918.532929382302,0.0005212316060282393,1.0
stage5_rho095,1,53,136.379,134.023,0.813256681,Diamond,Al,Al-Diamond,9.75,12.893521005694637,7.726343203632378,0.594334092587106,True,3.2356833421853146e+17,3.0905372814529506e-18,160.49474805588665,66.65184093126912,227.14658898715578,0.004402443393312615,1.0
stage5_rho095,1,20,161.752,148.438,0.28053425000000004,Diamond,Al,Al-Diamond,9.75,12.893521005694637,5.41867885451011,0.4168214503469315,True,4.613670725142133e+17,2.167471541804044e-18,228.84498955463556,135.51061456494546,364.355604119581,0.0027445714809749473,1.0
stage5_rho095,1,7,185.489,141.676,3.6091171600000003,Diamond,Diamond,Diamond-Diamond,19.5,151.51515151515153,7.036341840506565,0.18041902155145037,False,7.105965163909713e+17,1.407268368101313e-18,52.6367789919238,0.0,52.6367789919238,0.018998122969367724,1.0
stage5_rho095,48,14,218.831,101.034,0.4596289620000001,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,6.086252919870373,0.46817330152849024,True,4.1076176637977216e+17,2.434501167948149e-18,203.74399851373602,107.41381670003194,311.15781521376795,0.003213803257080308,1.0
stage5_rho095,24,14,238.215,97.6045,1.1095803000000002,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,8.164578698407645,0.6280445152621266,True,3.062007351937927e+17,3.265831479363058e-18,151.88015838491918,59.688763357709036,211.56892174262822,0.0047265921278196584,1.0
stage5_rho095,24,27,250.965,93.3007,0.0848342803,Al,Al,Al-Al,6.500000000000001,6.733251038042868,3.9455455758562348,0.303503505835095,True,0.0033582174493383154,297.7770245929234,534.7054293986649,0.0,534.7054293986649,0.0018701886029558554,1.0
stage5_rho095,14,27,251.666,104.918,0.500026025,Diamond,Al,Al-Diamond,8.432432432432432,12.893521005694637,6.259578208872209,0.481506016067093,True,3.993879326336313e+17,2.5038312835488833e-18,198.10240634148238,101.5476787234643,299.65008506494667,0.003337225817183594,1.0
stage5_rho095,14,4,252.689,130.477,0.274735975,Diamond,Diamond,Diamond-Diamond,14.857142857142856,151.51515151515153,2.723654462902528,0.11348560262093867,False,1.8357688422310477e+18,5.447308925805056e-19,135.98287720229982,0.0,135.98287720229982,0.0073538670498368265,1.0
stage5_rho095,14,7,224.139,137.172,1.8624672800000002,Diamond,Diamond,Diamond-Diamond,14.857142857142856,151.51515151515153,5.15477503657094,0.21478229319045583,False,9.699744342919183e+17,1.0309550073141879e-18,71.84995809569764,0.0,71.84995809569764,0.01391789259874154,1.0
stage5_rho095,27,54,271.367,101.532,0.277240246,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.855114103501107,0.4503933925770082,True,0.0022629789557947417,441.8954040378194,360.31827972211477,0.0,360.31827972211477,0.0027753240850595245,1.0
stage5_rho095,64,54,289.593,96.6052,0.166788717,Al,Al,Al-Al,6.500000000000001,6.733251038042868,4.942790012038778,0.38021461631067527,True,0.0026806722453772023,373.0407556255681,426.8246549442245,0.0,426.8246549442245,0.002342882465706381,1.0
stage5_rho095,64,43,300.171,100.106,0.14654282200000002,Al,Al,Al-Al,6.500000000000001,6.733251038042868,4.734107563493109,0.36416212026870076,True,0.002798837969415159,357.2911368674045,445.63935505376304,0.0,445.63935505376304,0.002243966985095734,1.0
stage5_rho095,64,8,310.077,90.5117,0.21249048,Al,Diamond,Al-Diamond,9.75,12.893521005694637,4.939442583311156,0.3799571217931659,True,5.061299848786023e+17,1.9757770333244625e-18,251.04806563598743,163.08133474943043,414.12940038541785,0.0024147041940739532,1.0
stage5_rho095,54,43,291.978,107.626,0.16389999500000002,Al,Al,Al-Al,6.500000000000001,6.733251038042868,4.91408786933772,0.3780067591798247,True,0.0026963294821559067,370.8745561764318,429.31764702745113,0.0,429.31764702745113,0.0023292776500660798,1.0
stage5_rho095,54,4,281.889,116.611,0.153744555,Al,Diamond,Al-Diamond,9.75,12.893521005694637,4.434364242671695,0.34110494174397654,True,5.6377867563124576e+17,1.773745697068678e-18,279.6426811147951,202.34729969420377,481.9899808089989,0.0020747319235174646,1.0
stage5_rho095,43,8,313.656,107.043,0.5457911230000001,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.764571189382516,0.5203516299525013,True,3.6957257600066816e+17,2.7058284757530064e-18,183.31354215129247,86.9520042808222,270.26554643211466,0.003700064670474674,1.0
stage5_rho095,43,4,297.756,121.863,0.592810558,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.953499465471857,0.5348845742670659,True,3.595311989903709e+17,2.781399786188743e-18,178.33286850999173,82.29117985729278,260.6240483672845,0.0038369444656570976,1.0
stage5_rho095,8,23,379.603,109.361,0.4834323380000001,Diamond,Al,Al-Diamond,9.75,12.893521005694637,6.4964586974829865,0.4997275921140759,True,3.848250433684139e+17,2.5985834789931947e-18,190.8789947884584,94.27722199075285,285.15621677921126,0.003506849723617539,1.0
stage5_rho095,8,5,352.686,132.652,1.5002376600000003,Diamond,Diamond,Diamond-Diamond,19.5,151.51515151515153,5.251297519133006,0.13464865433674375,False,9.521456329188342e+17,1.0502595038266012e-18,70.52930614213587,0.0,70.52930614213587,0.014178503301659116,1.0
stage5_rho095,23,40,390.406,124.57,0.278878469,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.866624158265279,0.45127878140502153,True,0.0022585390920828877,442.76408741624755,359.61135133872904,0.0,359.61135133872904,0.0027807798510177425,1.0
stage5_rho095,58,3,18.2782,141.296,0.545191867,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.762094543275527,0.5201611187135021,True,3.697079335405168e+17,2.704837817310211e-18,183.3806815217378,87.0157090331969,270.3963905549347,0.003698274218630283,1.0
stage5_rho095,52,21,90.4707,154.064,0.35048698400000006,Al,Al,Al-Al,6.500000000000001,6.733251038042868,6.331023163982723,0.48700178184482484,True,0.0020928686654282723,477.8130689798282,333.23281035399606,0.0,333.23281035399606,0.003000904979727811,1.0
stage5_rho095,52,73,91.306,143.453,0.07117272200000001,Al,Al,Al-Al,6.500000000000001,6.733251038042868,3.721240991914923,0.2862493070703787,True,0.003560640127524138,280.84837674829606,566.9357738275834,0.0,566.9357738275834,0.0017638682301676736,1.0
stage5_rho095,52,3,70.5532,155.255,0.42834183900000006,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.239669900016716,0.4799746076935936,True,4.006622209282742e+17,2.4958679600066867e-18,198.7344724529367,102.19670910914861,300.9311815620853,0.003323018886940067,1.0
stage5_rho095,52,19,83.5201,161.576,0.09774171549999999,Al,Al,Al-Al,6.500000000000001,6.733251038042868,4.13627993753154,0.3181753798101185,True,0.003203361522940676,312.1720707570974,510.04880549966975,0.0,510.04880549966975,0.0019605966903899503,1.0
stage5_rho095,21,73,100.391,147.428,0.23413203500000002,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.534395833742267,0.42572275644171287,True,0.002394118599037859,417.69025160318995,381.1987260628706,0.0,381.1987260628706,0.0026233036251938346,1.0
stage5_rho095,21,76,109.038,155.715,0.37698888,Al,Al,Al-Al,6.500000000000001,6.733251038042868,6.48673442583421,0.49897957121801617,True,0.0020426302558696195,489.5648623271101,325.2337004807928,0.0,325.2337004807928,0.003074712117845416,1.0
stage5_rho095,21,19,92.605,165.551,0.297800509,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.99641593613273,0.46126276431790236,True,0.0022096532563992423,452.5596932930363,351.82760232453506,0.0,351.82760232453506,0.002842301153726914,1.0
stage5_rho095,21,16,105.743,167.732,0.44096568,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,6.002734436386066,0.46174880279892816,True,4.164768617525449e+17,2.4010937745544264e-18,206.5787715584587,110.4235943364901,317.0023658949488,0.0031545505888476216,1.0
stage5_rho095,73,76,109.873,145.104,0.06699707,Al,Al,Al-Al,6.500000000000001,6.733251038042868,3.646995334845808,0.28053810268044677,True,0.003633127762298111,275.2449309317591,578.4774719048023,0.0,578.4774719048023,0.001728675788716913,1.0
stage5_rho095,53,76,123.085,147.426,0.832593738,Al,Al,Al-Al,6.500000000000001,6.733251038042868,8.447489316040892,0.6498068704646841,True,0.0015685133776777492,637.5463634747844,249.74339267219952,0.0,249.74339267219952,0.004004109935803383,1.0
stage5_rho095,76,16,118.045,164.716,0.514855167,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,6.320855938992617,0.4862196876148167,True,3.955160541751623e+17,2.5283423755970465e-18,196.1818965388287,99.5883084533822,295.7702049922109,0.0033810031677340016,1.0
stage5_rho095,20,38,154.856,167.648,0.403623767,Al,Al,Al-Al,6.500000000000001,6.733251038042868,6.636037754814812,0.5104644426780626,True,0.0019966733899888364,500.8330380992312,317.9163108015025,0.0,317.9163108015025,0.0031454818957822213,1.0
stage5_rho095,20,7,173.212,163.423,0.3985966610000001,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.091758357094954,0.4685967966996119,True,4.10390539718027e+17,2.4367033428379818e-18,203.5598645202403,107.21975358428797,310.77961810452825,0.003217714231387137,1.0
stage5_rho095,4,7,245.882,162.858,0.922021501,Diamond,Diamond,Diamond-Diamond,19.5,151.51515151515153,4.464713748239054,0.11447983969843728,False,1.1198926251368457e+18,8.929427496478108e-19,82.95500926939597,0.0,82.95500926939597,0.012054727120245447,1.0
stage5_rho095,4,45,271.843,187.745,0.5208416760000001,Diamond,Al,Al-Diamond,9.75,12.893521005694637,6.659884410169126,0.5122988007822404,True,3.753818904398242e+17,2.6639537640676503e-18,186.19504926644817,89.7070875876675,275.90213685411567,0.0036244735593648335,1.0
stage5_rho095,4,66,305.896,185.543,0.0127094579,Diamond,Al,Al-Diamond,9.75,12.893521005694637,1.9317034610463393,0.1485925739266415,False,1.2941945026312855e+18,7.726813844185357e-19,641.9398892563995,1066.2995463317902,1708.2394355881897,0.0005853980297882977,1.0
stage5_rho095,4,5,320.886,162.292,1.10820947,Diamond,Diamond,Diamond-Diamond,19.5,151.51515151515153,4.747014472432423,0.12171831980595955,False,1.0532936078111311e+18,9.494028944864845e-19,78.02174872675046,0.0,78.02174872675046,0.012816939075567541,1.0
stage5_rho095,40,5,382.349,143.82,0.462112582,Al,Diamond,Al-Diamond,9.75,12.893521005694637,6.399519696446991,0.4922707458805379,True,3.90654317602616e+17,2.5598078785787968e-18,193.7704022614007,97.15505012222532,290.925452383626,0.003437306677043024,1.0
stage5_rho095,3,19,73.7547,172.486,0.48621716900000006,Diamond,Al,Al-Diamond,9.75,12.893521005694637,6.508909189443105,0.5006853222648543,True,3.8408893521740736e+17,2.603563675777242e-18,190.51387410221142,93.91689275047841,284.4307668526898,0.003515794057954048,1.0
stage5_rho095,3,49,71.3158,190.324,0.0216998683,Diamond,Al,Al-Diamond,9.75,12.893521005694637,2.308786716180922,0.17759897816776324,False,1.0828198128822282e+18,9.235146864723688e-19,537.0948720250339,746.435885524833,1283.5307575498668,0.0007791009246314448,1.0
stage5_rho095,19,49,84.0285,184.955,0.06445952610000001,Al,Al,Al-Al,6.500000000000001,6.733251038042868,3.6003576165447826,0.2769505858880602,True,0.0036801899731049095,271.7251031354553,585.9708579101838,0.0,585.9708579101838,0.0017065695102422272,1.0
stage5_rho095,19,16,96.726,177.476,0.269449063,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,5.093775024013817,0.3918288480010628,True,4.907951348880027e+17,2.0375100096055266e-18,243.44174998195345,153.3488844611903,396.79063444314374,0.0025202207743723606,1.0
stage5_rho095,49,16,94.6168,192.904,0.016083123900000003,Al,Diamond,Al-Diamond,8.432432432432432,12.893521005694637,1.9906932152893735,0.1531302473299518,False,1.2558439345645693e+18,7.962772861157494e-19,622.9174321468889,1004.0410466203938,1626.9584787672827,0.0006146438357527613,1.0
stage5_rho095,16,38,137.317,178.482,0.405486981,Diamond,Al,Al-Diamond,8.432432432432432,12.893521005694637,5.837225961391505,0.4490173816455004,True,4.282856302866231e+17,2.334890384556602e-18,212.43609791057068,116.77426155196301,329.2103594625337,0.003037571483572365,1.0
stage5_rho095,38,51,155.384,185.258,0.004790031690000001,Al,Al,Al-Al,6.500000000000001,6.733251038042868,1.5136637139006994,0.1164356703000538,False,0.008753595582901869,114.23877086043014,1393.7736777170396,0.0,1393.7736777170396,0.0007174766003889316,1.0
stage5_rho095,51,7,174.004,189.838,0.0019184833100000002,Al,Diamond,Al-Diamond,9.75,12.893521005694637,1.0285311694421793,0.07911778226478303,False,2.430650693217073e+18,4.114124677768717e-19,1205.6392092937945,3761.18959005439,4966.8287993481845,0.00020133570944326363,1.0
stage5_rho095,7,34,237.587,192.448,0.46573972300000005,Diamond,Al,Al-Diamond,9.75,12.893521005694637,6.416219446007565,0.49355534200058193,True,3.8963754607171405e+17,2.566487778403026e-18,193.2660683281169,96.64996964855412,289.916037976671,0.0034492745105756035,1.0
stage5_rho095,34,45,257.659,199.176,0.279522368,Al,Al,Al-Al,6.500000000000001,6.733251038042868,5.871135812728294,0.4516258317483304,True,0.0022568035253544535,443.10458963987134,359.33500921175914,0.0,359.33500921175914,0.002782918375233212,1.0
stage5_rho095,66,5,324.662,189.654,0.007102469280000001,Al,Diamond,Al-Diamond,9.75,12.893521005694637,1.5911137798786719,0.12239336768297478,False,1.571226414864331e+18,6.364455119514688e-19,779.3518738520684,1571.6566206929833,2351.0084945450517,0.0004253493776480429,1.0
stage5_rho095,5,17,383.682,192.876,0.9973189040000001,Diamond,Al,Al-Diamond,9.75,12.893521005694637,8.27007534081467,0.6361596416011285,True,3.0229470675580685e+17,3.308030136325868e-18,149.94270968009548,58.1756451640285,208.11835484412399,0.004804958220763266,1.0
