% x_um y_um sigma_s_m k_w_mk
265 29.8140762857 9699.96445392 37.3787448935
270 29.8140762857 10170.1718881 37.4974447984
275 29.8140762857 17685.3493724 38.4349812956
280 29.8140762857 37342.1203702 40.9214117082
285 29.8140762857 75828.4503575 45.1694222627
290 29.8140762857 100000 50.665697772
295 29.8140762857 100000 56.5337358355
300 29.8140762857 100000 62.0796056951
305 29.8140762857 100000 67.0173307213
310 29.8140762857 100000 71.2522692969
315 29.8140762857 100000 74.5939414834
320 29.8140762857 100000 76.7820621021
325 29.8140762857 100000 77.7044244595
330 29.8140762857 100000 77.4222905343
335 29.8140762857 100000 76.0090451812
340 29.8140762857 100000 73.5596289358
345 29.8140762857 100000 70.3897809467
350 29.8140762857 100000 66.9913227013
355 29.8140762857 100000 63.6199150656
360 29.8140762857 100000 60.0519837324
365 29.8140762857 100000 55.9224597365
370 29.8140762857 100000 51.2313846441
375 29.8140762857 84406.0888108 46.3560670859
380 29.8140762857 57766.108454 41.618024976
385 29.8140762857 38784.9189913 37.0397936319
390 29.8140762857 24301.7969858 32.5752927371
395 29.8140762857 13628.5511135 28.4229487626
400 29.8140762857 6671.15539577 24.9860562335
0 34.783089 100000 33.4362356856
5 34.783089 100000 39.9617559632
10 34.783089 100000 46.0070820484
15 34.783089 100000 50.0906497847
20 34.783089 100000 51.4199021763
25 34.783089 100000 50.2644872664
30 34.783089 100000 47.7492491872
35 34.783089 62704.2514894 45.3072188792
40 34.783089 43325.1808321 44.2060886786
45 34.783089 37599.3887302 45.3218120061
50 34.783089 39118.834667 48.9585303796
55 34.783089 43000.4422118 54.5219930781
60 34.783089 46031.5079538 60.3258346572
65 34.783089 46703.4054414 64.0814501978
70 34.783089 45093.8176746 64.098570685
75 34.783089 42139.5669941 60.3667908652
80 34.783089 38979.5174279 54.5877279853
85 34.783089 37190.2642015 49.127697619
90 34.783089 39559.9087586 45.7646995201
95 34.783089 50478.4197007 45.0788304234
100 34.783089 75273.030687 46.6121178837
105 34.783089 100000 49.3795894835
110 34.783089 100000 52.3401069786
115 34.783089 100000 54.6952661336
120 34.783089 100000 55.9832941346
125 34.783089 100000 55.9455186049
130 34.783089 100000 54.3078132456
135 34.783089 100000 50.7880986183
140 34.783089 100000 45.4375468343
145 34.783089 65667.058417 38.9612762093
150 34.783089 30648.437605 32.5658281695
155 34.783089 12198.6497814 27.3673022984
160 34.783089 4169.29408166 23.8722710481
165 34.783089 1268.05981668 21.9350195135
170 34.783089 426.645716125 21.113681819
175 34.783089 387.393880195 21.0799325649
180 34.783089 1074.40626472 21.8407106982
185 34.783089 3510.17638275 23.719818916
190 34.783089 10251.8760722 27.1138500616
195 34.783089 25574.1958671 32.0836705199
200 34.783089 53969.2510966 38.0102176302
