x_um,y_um,contact_factor,sigma_s_m,k_w_mk
135.0,19.876050857142857,0.5547758369489275,55922.80785794382,64.3820669559142
140.0,19.876050857142857,0.478026005598442,48324.57455424576,58.24208044787536
145.0,19.876050857142857,0.3785087761999992,38472.368843799915,50.280702095999935
150.0,19.876050857142857,0.2694427658145367,27674.833815639133,41.555421265162934
155.0,19.876050857142857,0.16927315527790732,17758.042372512824,33.54185242223259
160.0,19.876050857142857,0.0926418500364095,10171.54315360454,27.41134800291276
165.0,19.876050857142857,0.04421319671754426,5377.106475036882,23.53705573740354
170.0,19.876050857142857,0.020068308276337838,2986.762519357446,21.60546466210703
175.0,19.876050857142857,0.01403249905862059,2389.2174068034383,21.12259992468965
180.0,19.876050857142857,0.023254348493719018,3302.180500878183,21.86034787949752
185.0,19.876050857142857,0.049524674168827325,5902.942742713905,23.961973933506187
190.0,19.876050857142857,0.09598500428385796,10502.515424101939,27.678800342708637
195.0,19.876050857142857,0.16139085031695527,16977.694181378574,32.91126802535642
200.0,19.876050857142857,0.23627707465398876,24391.43039074489,38.9021659723191
205.0,19.876050857142857,0.30507454318157,31202.37977497543,44.405963454525605
210.0,19.876050857142857,0.3534856456658348,35995.078920917644,48.278851653266784
215.0,19.876050857142857,0.3753271050662715,38157.38340156087,50.02616840530172
220.0,19.876050857142857,0.3739420815726032,38020.266075687716,49.91536652580826
225.0,19.876050857142857,0.3588797782654259,36529.09804827716,48.710382261234074
230.0,19.876050857142857,0.34148108687807055,34806.62760092899,47.31848695024564
235.0,19.876050857142857,0.3313809723549597,33806.71626314101,46.51047778839678
240.0,19.876050857142857,0.3344104956510687,34106.6390694558,46.7528396520855
245.0,19.876050857142857,0.35225579363939713,35873.323570300316,48.18046349115177
250.0,19.876050857142857,0.38268569247671486,38885.88355519477,50.61485539813719
255.0,19.876050857142857,0.41839872132544903,42421.47341121946,53.471897706035925
260.0,19.876050857142857,0.44689994873144373,45243.09492441293,55.751995898515496
265.0,19.876050857142857,0.4568964118735587,46232.744775482315,56.551712949884696
270.0,19.876050857142857,0.4488785197565297,45438.97345589644,55.91028158052238
275.0,19.876050857142857,0.4377870285458612,44340.91582604026,55.022962283668896
280.0,19.876050857142857,0.4419367630470591,44751.73954165885,55.354941043764725
